not_enough_data,2024-07-25,03:00,207.125,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2024_08_16_0900.ecf32,2024-08-16,09:30,229.3957,1,36000,36000,-0.988447E-02,0,-12.3837,0,-3.26534,1,1.46336,0,-0.734084E-01,1,0.833390E-01,0,-1.24413,-0.733791,0.496788,-0.164964E-01,0.135087E-01,-0.945329E-10,-0.319129E-11,-0.658063E-12,17.4113,413.725,419.586,0.500000E-01,0,587.780,13.9668,14.1646,0.00000,0,0.121204,2.85077,2.89115,-0.500000E-01,0,287.781,286.511,100691.,1.21795,1013.01,0.237619E-01,-0.475687E-02,0.105918E-01,1400.47,1528.24,0.869645E-02,91.6395,127.769,285.138,-1.19996,-0.997079,0.531986E-01,1.56106,-0.351946E-14,-0.542940E-14,1.56106,2.88603,174.063,219.724,1.95293,-9999,0.900871E-01,0.100088,5.17861,0.601030,3.79247,0.111415,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.971216E-02,1.01774,-12.1314,1.03598,-2.05922,1.11887,1.88008,1.11887,-0.462936E-01,1.11887,0.763613E-01,1.17723,800000009,800000009,800000009,800000009,800000009,800000009,899999999,899999999,89999,89999,89,89,24,3,1,5,2,9,0,0,0,0,0,0,0,0,0,0,0,1200,0,35468,35668,0,30,35668,35668,35668,0,63,0.107338,0.762729E-01,0.165656E-01,0.768852E-01,0.715923E-02,37.1532,0.842268E-05,-0.983259E-02,0.188008E-02,-0.462936E-01,0.763613E-04,101325.,56.2500,2.81152,12.7726,32.1798
2024_08_16_0930.ecf32,2024-08-16,10:00,229.4165,1,36000,36000,-0.182451E-01,0,-16.7287,0,-2.42018,1,1.42131,0,-0.543989E-01,1,0.938222E-01,0,-0.402308,-0.898181,0.116511,-0.201886E-01,-0.996110E-02,0.290334E-10,0.958134E-12,0.192357E-12,17.4777,415.244,421.014,0.500000E-01,0,576.786,13.7035,13.8939,0.500000E-01,0,0.115797,2.72091,2.75872,-0.500000E-01,0,287.578,286.332,100635.,1.21814,1012.86,0.237585E-01,-0.352505E-02,0.103937E-01,1373.42,1510.52,0.853242E-02,90.9236,137.100,284.843,-1.48407,-0.909863,0.560481E-01,1.74168,0.950185E-13,0.166116E-14,1.74168,3.57092,182.357,211.512,1.84412,-9999,0.122384,0.172956,9.60704,0.323981,6.91217,0.110787,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.180162E-01,1.01270,-16.4460,1.02568,-1.07360,1.09170,2.08063,1.09170,-0.241314E-01,1.09170,0.898679E-01,1.13554,800000009,800000009,800000009,800000009,800000009,800000009,899999999,899999999,89999,89999,89,89,29,9,1,8,5,4,0,0,0,0,0,0,0,0,0,0,0,1199,0,35785,35785,0,30,35785,35785,35785,0,63,0.172593,0.144741,0.285773E-01,0.710384E-01,0.253899E-02,8.70981,0.462295E-05,-0.133295E-01,0.208063E-02,-0.241314E-01,0.898679E-04,101268.,56.2500,2.68652,12.5601,32.6433
2024_08_16_1000.ecf32,2024-08-16,10:30,229.4374,1,36000,36000,-0.145051E-01,0,-11.9583,0,-2.25100,0,1.13195,0,-0.505935E-01,0,0.684957E-01,0,-0.131647,0.436416,0.269703E-01,0.980887E-02,0.767450E-03,0.241505E-10,0.803755E-12,0.160552E-12,17.4851,415.596,421.425,0.500000E-01,0,581.923,13.8315,14.0255,0.00000,0,0.116240,2.73092,2.76922,-0.500000E-01,0,287.531,286.273,100575.,1.21761,1012.93,0.237686E-01,-0.327846E-02,0.104862E-01,1385.36,1504.74,0.861215E-02,92.0668,119.373,284.974,-1.34832,-0.989776,0.557932E-01,1.67354,-0.578233E-13,0.138121E-14,1.67354,3.00292,177.169,216.282,1.91051,-9999,0.109146,0.123467,9.52915,0.326629,5.31245,0.888331E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.143228E-01,1.01273,-11.7849,1.02568,-1.23273,1.08954,1.60167,1.08954,-0.277068E-01,1.08954,0.657091E-01,1.13380,800000009,800000009,800000009,800000009,800000009,800000109,899999999,899999999,89999,89999,89,89,9,10,0,15,10,19,0,0,0,0,0,0,0,0,0,0,0,1200,0,35768,35768,0,30,35768,35768,35768,0,63,0.104945,0.122165,0.198245E-01,0.507917E-01,0.190268E-02,2.64336,0.316619E-05,-0.955510E-02,0.160167E-02,-0.277068E-01,0.657091E-04,101209.,56.2500,2.69384,12.5374,31.6051
2024_08_16_1030.ecf32,2024-08-16,11:00,229.4582,1,36000,36000,-0.237703E-01,0,-15.5977,0,0.367861,1,0.945381,1,0.827362E-02,1,0.604959E-01,1,1.57574,1.20767,-0.242907,0.271619E-01,-0.681470E-02,-0.798402E-10,-0.274644E-11,-0.517213E-12,17.2987,412.418,418.353,0.500000E-01,0,595.061,14.1869,14.3910,0.100000,0,0.112063,2.64177,2.67979,0.00000,0,288.269,286.976,100527.,1.21389,1013.14,0.238410E-01,0.536130E-03,0.107230E-01,1420.12,1575.25,0.883360E-02,90.1521,155.130,285.350,-1.55503,-1.60708,0.831202E-01,2.23779,-0.612653E-13,-0.461539E-14,2.23779,5.23183,167.292,225.943,2.12867,-9999,0.139936,0.265707,15.3926,0.202207,-42.4011,0.906323E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.235219E-01,1.01056,-15.2532,1.02150,1.40663,1.08908,1.56691,1.08908,0.316368E-01,1.08908,0.599884E-01,1.12453,800000009,800000009,800000009,800000009,800000009,800000009,899999999,899999999,89999,89999,89,89,27,5,2,6,2,20,0,0,0,0,0,0,0,0,0,0,0,1200,0,35956,35956,0,30,35956,35956,35956,0,63,0.345923,0.140373,0.451187E-01,0.114388,0.117666E-01,22.1646,0.255083E-04,-0.124026E-01,0.156691E-02,0.316368E-01,0.599884E-04,101161.,56.2500,2.60716,13.0493,30.1213
2024_08_16_1100.ecf32,2024-08-16,11:30,229.4790,1,36000,36000,-0.945477E-01,0,-34.9922,0,5.70764,0,2.00899,0,0.128508,0,0.101888,0,2.47282,1.47591,-0.377307,0.332303E-01,-0.199885E-01,0.586046E-11,0.210330E-12,0.345798E-13,17.0135,407.459,413.506,0.500000E-01,0,610.611,14.6236,14.8406,0.500000E-01,0,0.100389,2.37910,2.41441,0.500000E-01,0,289.422,288.085,100474.,1.20838,1013.41,0.239491E-01,0.832733E-02,0.110032E-01,1462.86,1692.29,0.910577E-02,86.4422,229.438,285.801,-2.46374,-2.31748,0.124877,3.38472,0.160539E-14,0.344459E-15,3.38472,6.96930,170.504,223.248,2.11438,-9999,0.279720,0.578004,54.7859,0.568121E-01,-6.13076,0.102155,0,44.3321,-6.72757,15.2178,37.8944,57.7914,81.0532,121.433,-0.937917E-01,1.00806,-34.1075,1.01680,7.66092,1.08532,3.35792,1.08532,0.172487,1.08532,0.103866,1.10964,800000009,800000009,800000009,800000009,800000009,800000009,899999999,899999999,89999,89999,89,89,27,11,0,18,3,43,0,0,0,0,0,0,0,0,0,0,0,1199,0,35743,35743,0,30,35743,35743,35743,0,63,0.673711,0.353790,0.128508,0.912715E-01,0.133068E-02,21.8957,0.801769E-06,-0.278525E-01,0.335792E-02,0.172487,0.103866E-03,101105.,56.2500,2.34613,14.1975,32.1994
2024_08_16_1130.ecf32,2024-08-16,12:00,229.4999,1,36000,36000,-0.126217,0,-36.9369,0,10.9707,0,2.12499,0,0.247104,0,0.115022,0,0.917427,0.659576E-01,-0.385413E-01,0.148563E-02,-0.271409E-02,0.106590E-09,0.383539E-11,0.620298E-12,16.9598,406.952,412.999,0.500000E-01,0,610.257,14.6432,14.8608,0.500000E-01,0,0.986968E-01,2.34336,2.37819,0.500000E-01,0,289.838,288.496,100425.,1.20606,1013.43,0.239951E-01,0.160123E-01,0.109968E-01,1464.10,1737.72,0.911796E-02,84.2539,273.622,285.814,-2.73731,-2.53061,0.140614,3.73050,-0.370903E-13,0.628489E-14,3.73050,7.98704,170.868,222.753,2.16017,-9999,0.323500,0.797628,80.2570,0.387817E-01,-3.36688,0.934168E-01,0,44.1393,-6.69830,15.1516,37.7296,57.5400,80.7007,120.904,-0.125237,1.00782,-35.7410,1.01647,12.5573,1.08693,3.49742,1.08693,0.282840,1.08693,0.115939,1.10960,800000009,800000009,800000009,800000009,800000009,800000009,899999999,899999999,89999,89999,89,89,35,12,4,27,3,47,0,0,0,0,0,0,0,0,0,0,0,1200,0,35736,35736,0,40,35736,35736,35736,0,63,0.934060,0.487431,0.173765,0.591352E-01,0.104358E-02,31.8767,0.174382E-05,-0.292419E-01,0.349742E-02,0.282840,0.115939E-03,101055.,56.2500,2.31154,14.6666,32.4574
2024_08_16_1200.ecf32,2024-08-16,12:30,229.5207,1,36000,36000,-0.118369,0,-38.7010,0,13.4296,0,1.95768,0,0.302593,0,0.989978E-01,0,0.798363,-1.04819,-0.709842E-01,-0.236176E-01,-0.322155E-02,0.643526E-10,0.227153E-11,0.368698E-12,16.8908,406.015,411.919,0.500000E-01,0,596.216,14.3316,14.5400,0.500000E-01,0,0.967735E-01,2.30087,2.33433,0.500000E-01,0,290.170,288.856,100363.,1.20395,1013.26,0.240376E-01,0.196080E-01,0.107438E-01,1432.20,1778.23,0.892381E-02,80.5405,346.034,285.479,-2.75361,-2.54269,0.143842,3.75078,0.708500E-14,0.380991E-14,3.75078,7.46978,170.866,222.719,2.19783,-9999,0.313556,0.739297,69.7157,0.446456E-01,-2.88177,0.101176,0,43.9176,-6.66466,15.0755,37.5401,57.2510,80.2954,120.297,-0.117429,1.00800,-37.3262,1.01688,14.8217,1.08922,3.38814,1.08922,0.333959,1.08922,0.101339,1.11227,800000009,800000009,800000009,800000009,800000009,800000009,899999999,899999999,89999,89999,89,89,35,13,2,20,3,39,0,0,0,0,0,0,0,0,0,0,0,1200,0,1023,35727,0,30,35727,35727,35727,0,63,0.844963,0.468316,0.165314,0.584757E-01,0.107989E-02,43.5947,0.698085E-06,-0.305974E-01,0.338814E-02,0.333959,0.101339E-03,100993.,56.2500,2.26866,14.9079,32.4562
2024_08_16_1230.ecf32,2024-08-16,13:00,229.5415,1,36000,36000,-0.120204,0,-40.2449,0,16.4336,0,1.98355,0,0.370371,0,0.100317,0,0.568521,-0.968090,-0.119415E-01,-0.218182E-01,-0.233257E-03,-0.502076E-10,-0.173727E-11,-0.287499E-12,16.8616,405.858,411.638,0.500000E-01,0,583.442,14.0434,14.2434,0.500000E-01,0,0.965529E-01,2.29779,2.33052,0.500000E-01,0,290.401,289.112,100307.,1.20235,1013.10,0.240699E-01,0.240000E-01,0.105136E-01,1402.75,1807.63,0.874421E-02,77.6019,404.874,285.163,-2.60042,-2.65264,0.152773,3.71780,0.362232E-13,-0.297763E-14,3.71780,7.00815,168.062,225.570,2.35508,-9999,0.316186,0.676295,68.7125,0.452974E-01,-2.44894,0.104492,0,44.2709,-6.71828,15.1968,37.8421,57.7116,80.9414,121.265,-0.119251,1.00799,-38.6788,1.01683,17.6011,1.08869,3.45439,1.08869,0.396683,1.08869,0.102900,1.11181,800000009,800000009,800000009,800000009,800000009,800000009,899999999,899999999,89999,89999,89,89,32,9,3,18,1,46,0,0,0,0,0,0,0,0,0,0,0,1199,0,0,35721,0,40,35721,35721,35721,0,63,0.760356,0.427469,0.164766,0.561875E-01,0.724938E-03,54.5068,0.843127E-06,-0.317531E-01,0.345439E-02,0.396683,0.102900E-03,100938.,56.2500,2.26432,15.0641,32.5685
2024_08_16_1300.ecf32,2024-08-16,13:30,229.5624,1,36000,36000,-0.115008,0,-34.4517,0,15.1208,0,1.74106,0,0.340710,0,0.101449,0,-0.501099,0.239979,0.239871E-01,0.540732E-02,0.715571E-03,-0.941706E-10,-0.327249E-11,-0.541475E-12,16.8767,406.174,411.990,0.500000E-01,0,586.478,14.1148,14.3169,0.500000E-01,0,0.970402E-01,2.30724,2.34028,0.500000E-01,0,290.181,288.886,100243.,1.20249,1013.14,0.240671E-01,0.220780E-01,0.105683E-01,1408.95,1781.71,0.878872E-02,79.0784,372.763,285.230,-2.23363,-2.76919,0.141285,3.56055,-0.613514E-13,-0.557990E-14,3.56055,7.51559,162.457,231.110,2.27414,-9999,0.309260,0.739775,75.0726,0.414599E-01,-2.27843,0.914403E-01,0,46.4430,-7.04790,15.9424,39.6988,60.5431,84.9126,127.215,-0.114122,1.00776,-33.0693,1.01624,16.1009,1.08417,3.00259,1.08417,0.362794,1.08417,0.102736,1.10720,800000009,800000009,800000009,800000009,800000009,800000109,899999999,899999999,89999,89999,89,89,21,0,5,7,0,58,0,0,0,0,0,0,0,0,0,0,0,1200,0,0,35716,0,30,35716,35716,35716,0,63,0.986112,0.353599,0.139837,0.725002E-01,0.129307E-02,37.2748,0.165454E-05,-0.271441E-01,0.300259E-02,0.362794,0.102736E-03,100872.,56.2500,2.27343,14.9327,31.7415
2024_08_16_1330.ecf32,2024-08-16,14:00,229.5832,1,36000,36000,-0.148246,0,-41.7394,0,16.7825,0,1.65118,0,0.378215,0,0.102502,0,0.390540,-1.12898,-0.211387E-01,-0.254431E-01,-0.312602E-02,0.838670E-10,0.284693E-11,0.474146E-12,16.8478,405.895,411.566,0.500000E-01,0,571.912,13.7784,13.9709,0.500000E-01,0,0.952497E-01,2.26592,2.29757,0.500000E-01,0,290.327,289.062,100190.,1.20127,1012.96,0.240919E-01,0.245083E-01,0.103059E-01,1374.80,1801.93,0.857910E-02,76.2956,427.137,284.858,-2.96913,-2.89932,0.152053,4.15270,0.183175E-12,0.497793E-14,4.15270,8.97628,169.083,224.318,2.09839,-9999,0.351293,0.965359,90.7818,0.342855E-01,-2.48708,0.976434E-01,0,45.3201,-6.87749,15.5569,38.7389,59.0793,82.8595,124.139,-0.147065,1.00803,-40.1221,1.01714,17.8839,1.09393,3.19724,1.09393,0.403036,1.09393,0.104935,1.11586,800000009,800000009,800000009,800000009,800000009,800000009,899999999,899999999,89999,89999,89,89,21,13,3,20,4,36,0,0,0,0,0,0,0,0,0,0,0,1200,0,0,35957,0,30,35957,35957,35957,0,63,1.15943,0.579473,0.191819,0.676244E-01,0.663381E-03,68.6049,0.114798E-05,-0.329724E-01,0.319724E-02,0.403036,0.104935E-03,100819.,56.2500,2.23476,15.0346,32.0348
2024_08_16_1400.ecf32,2024-08-16,14:30,229.6040,1,36000,36000,-0.200271,0,-45.9642,0,22.9616,0,1.36662,0,0.517512,0,0.103608,0,0.188592,-1.10001,0.775543E-01,-0.247921E-01,-0.303795E-02,0.215080E-11,0.710928E-13,0.119202E-13,16.8788,406.921,412.469,0.500000E-01,0,557.916,13.4504,13.6338,0.500000E-01,0,0.935464E-01,2.22573,2.25608,0.500000E-01,0,290.382,289.147,100141.,1.20048,1012.78,0.241084E-01,0.335348E-01,0.100536E-01,1341.55,1811.79,0.837471E-02,74.0454,470.244,284.488,-3.45595,-3.21129,0.189269,4.72142,-0.192614E-13,0.127426E-15,4.72142,9.82090,170.664,222.898,2.29745,-9999,0.408443,1.20143,129.519,0.240312E-01,-2.00179,0.925596E-01,0,44.8186,-6.80140,15.3848,38.3103,58.4256,81.9428,122.765,-0.198643,1.00819,-43.9170,1.01777,23.5104,1.10124,3.05452,1.10124,0.529881,1.10124,0.106102,1.12197,800000009,800000009,800000009,800000009,800000009,800000009,899999999,899999999,89999,89999,89,89,37,16,1,51,1,34,0,0,0,0,0,0,0,0,0,0,0,1200,0,0,35716,0,30,35716,35716,35716,0,63,1.37582,0.760420,0.266621,0.578683E-01,0.108174E-02,18.3475,0.400542E-06,-0.361215E-01,0.305452E-02,0.529881,0.106102E-03,100769.,56.2500,2.19565,15.1755,32.6223
2024_08_16_1430.ecf32,2024-08-16,15:00,229.6249,1,36000,36000,-0.180439,0,-40.6914,0,22.4757,0,0.986666,0,0.506443,0,0.970305E-01,0,-0.537999,-0.165229,0.107818,-0.372309E-02,0.886057E-03,0.815703E-11,0.267699E-12,0.453214E-13,16.9439,408.347,413.894,0.500000E-01,0,556.069,13.4012,13.5832,0.500000E-01,0,0.941425E-01,2.23745,2.26784,0.500000E-01,0,290.134,288.904,100091.,1.20090,1012.74,0.240999E-01,0.328175E-01,0.100204E-01,1335.98,1783.89,0.834403E-02,74.8916,447.906,284.425,-3.36220,-3.24489,0.189767,4.67651,-0.663571E-13,0.481413E-15,4.67651,9.89335,169.536,223.983,2.32563,-9999,0.387624,1.13033,125.005,0.248991E-01,-1.81046,0.863148E-01,0,44.6923,-6.78222,15.3414,38.2023,58.2609,81.7117,122.419,-0.178975,1.00818,-38.7639,1.01772,22.7438,1.10068,2.49205,1.10068,0.512482,1.10068,0.987624E-01,1.12151,800000009,800000009,800000009,800000009,800000009,800000009,899999999,899999999,89999,89999,89,89,25,5,2,34,0,33,0,0,0,0,0,0,0,0,0,0,0,1200,0,0,29772,0,30,35772,35772,35772,0,62,1.30778,0.711053,0.241835,0.522951E-01,0.356224E-03,21.9698,0.399994E-06,-0.318728E-01,0.249205E-02,0.512482,0.987624E-04,100720.,55.7469,2.20718,14.9997,33.6299
2024_08_16_1500.ecf32,2024-08-16,15:30,229.6457,1,36000,36000,-0.197722,0,-39.7770,0,22.8113,0,0.244039,0,0.513915,0,0.926918E-01,0,-0.402739,-0.432223,0.311912E-02,-0.973754E-02,-0.380647E-03,0.713697E-10,0.231948E-11,0.395943E-12,16.9463,408.388,413.881,0.500000E-01,0,550.746,13.2724,13.4509,0.500000E-01,0,0.940140E-01,2.23241,2.26244,0.500000E-01,0,289.940,288.723,100027.,1.20096,1012.67,0.240990E-01,0.333017E-01,0.992443E-02,1322.36,1763.26,0.826378E-02,74.9954,440.896,284.271,-3.76440,-3.16352,0.215947,4.92191,-0.269913E-13,0.421153E-14,4.92191,9.33563,173.167,220.043,2.51464,-9999,0.405755,1.31838,146.605,0.212305E-01,-1.74374,0.806073E-01,0,42.9384,-6.51607,14.7394,36.7031,55.9746,78.5051,117.615,-0.196099,1.00828,-37.8395,1.01804,22.8992,1.10393,1.77068,1.10393,0.515895,1.10393,0.943632E-01,1.12431,800000009,800000009,800000009,800000009,800000009,800000009,899999999,899999999,89999,89999,89,89,33,19,1,51,2,24,0,0,0,0,0,0,0,0,0,0,0,1200,0,0,29851,0,30,35767,35767,35767,0,57,1.42825,0.915643,0.292880,0.490093E-01,0.105995E-03,13.1696,0.310040E-06,-0.311137E-01,0.177068E-02,0.515895,0.943632E-04,100655.,50.8127,2.20340,14.8687,34.9608
2024_08_16_1530.ecf32,2024-08-16,16:00,229.6665,1,36000,36000,-0.188950,0,-30.6593,0,25.7283,0,-1.04654,1,0.579579,0,0.976978E-01,0,-0.203822,-0.213634,-0.111766E-01,-0.481252E-02,-0.953033E-04,-0.180557E-09,-0.584199E-11,-0.100187E-11,16.9412,408.240,413.705,0.500000E-01,0,548.138,13.2088,13.3856,0.500000E-01,0,0.940032E-01,2.23115,2.26102,0.500000E-01,0,289.841,288.631,99999.5,1.20103,1012.63,0.240975E-01,0.375567E-01,0.987745E-02,1315.68,1752.90,0.822413E-02,75.0576,437.215,284.194,-3.45167,-2.90829,0.191791,4.51763,-0.148661E-13,-0.106579E-13,4.51763,9.97662,173.181,220.117,2.43316,-9999,0.396639,1.16242,177.631,0.175222E-01,-1.19166,0.635567E-01,0,46.1525,-7.00382,15.8427,39.4505,60.1645,84.3815,126.419,-0.187489,1.00779,-28.7457,1.01681,25.1378,1.09457,0.180391,1.09457,0.566277,1.09457,0.967369E-01,1.11501,800000009,800000009,800000009,800000009,800000009,800000009,899999999,899999999,89999,89999,89,89,35,22,0,76,18,19,0,0,0,0,0,0,0,0,0,0,0,1200,0,0,35760,0,30,35760,35760,35760,0,56,1.36629,0.724901,0.233657,0.351380E-01,0.218768E-04,15.7501,0.343039E-06,-0.236356E-01,0.180391E-03,0.566277,0.967369E-04,100626.,50.0578,2.20240,14.8366,33.7746
2024_08_16_1600.ecf32,2024-08-16,16:30,229.6873,1,36000,36000,-0.169742,0,-28.8326,0,29.9643,0,-1.75119,0,0.675107,0,-9999,-9999,0.350826,-0.220023,-0.282033E-01,-0.495721E-02,-9999,0.342677E-10,0.110425E-11,-9999,16.9121,407.867,413.299,0.500000E-01,0,544.977,13.1432,13.3182,0.500000E-01,0,-9999,-9999,-9999,-9999,0,289.994,288.789,99971.8,1.20007,1012.60,0.241169E-01,0.437469E-01,0.982048E-02,1308.81,1770.80,0.818325E-02,73.9110,461.982,284.116,-3.53851,-2.67786,0.172072,4.44090,-0.100331E-14,0.202623E-14,4.44090,8.38251,176.016,217.118,2.22060,-9999,0.376090,1.09360,160.989,0.193336E-01,-0.962232,0.630883E-01,0,44.6903,-6.78192,15.3407,38.2006,58.2583,81.7081,122.414,-0.168432,1.00778,-26.7149,1.01674,28.8551,1.09372,-0.581463,1.09372,0.650117,1.09372,-9999,-9999,800000009,800000019,800000009,800000009,800000009,800000019,899999999,899999999,89999,89999,89,89,36,37,1,113,11,39,0,0,0,0,0,0,2616,0,0,0,0,1200,0,0,29724,0,30,35715,35715,35715,0,56,1.23912,0.720390,0.227681,0.329114E-01,0.172776E-03,20.7441,-9999,-0.219841E-01,-0.581463E-03,0.650117,-9999,100599.,50.0000,2.16516,15.0171,19.7789
2024_08_16_1630.ecf32,2024-08-16,17:00,229.7082,1,36000,36000,-0.173047,0,-23.0281,0,37.7177,0,-2.79965,0,0.850049,0,-9999,-9999,0.691875,-0.322959,-0.929512E-01,-0.727859E-02,-9999,-0.192267E-10,-0.616881E-12,-9999,16.8354,406.635,412.010,0.500000E-01,0,540.154,13.0467,13.2192,0.500000E-01,0,-9999,-9999,-9999,-9999,0,290.300,289.102,99925.0,1.19825,1012.55,0.241536E-01,0.550832E-01,0.973358E-02,1298.64,1806.62,0.812313E-02,71.8823,507.978,283.998,-3.30117,-2.89895,0.170726,4.39668,-0.550907E-13,-0.114205E-14,4.39668,8.36177,172.007,221.288,2.22540,-9999,0.380021,1.01113,207.884,0.149723E-01,-0.610538,0.499441E-01,0,44.8918,-6.81251,15.4099,38.3729,58.5210,82.0766,122.966,-0.171744,1.00759,-20.5786,1.01631,35.5634,1.09104,-1.86857,1.09104,0.801497,1.09104,-9999,-9999,800000009,800000009,800000009,800000009,800000009,800000019,899999999,899999999,89999,89999,89,89,41,17,3,94,2,19,0,0,0,0,0,0,3514,0,0,0,0,1200,0,0,35993,0,30,35993,35993,35993,0,58,1.11020,0.682184,0.229865,0.431522E-01,0.128276E-02,45.9511,-9999,-0.169609E-01,-0.186857E-02,0.801497,-9999,100554.,51.9800,2.20542,15.3724,29.4119
2024_08_16_1700.ecf32,2024-08-16,17:30,229.7290,1,36000,36000,-0.185066,0,-9.22102,0,45.0566,0,-3.53130,0,1.01593,0,0.100781,0,1.08027,0.396509,-0.926779E-01,0.894040E-02,-9999,0.160288E-09,0.520534E-11,0.903819E-12,16.7461,405.404,410.812,0.500000E-01,0,543.828,13.1655,13.3411,0.500000E-01,0,0.944265E-01,2.25088,2.28090,0.500000E-01,0,290.803,289.592,99869.7,1.19551,1012.63,0.242089E-01,0.658321E-01,0.979979E-02,1309.69,1863.92,0.819714E-02,70.2651,554.236,284.126,-3.48572,-2.96060,0.182619,4.57698,-0.537483E-13,0.957167E-14,4.57698,9.36347,172.989,220.343,2.28667,-9999,0.393447,1.21555,575.944,0.540417E-02,-0.204654,0.193593E-01,0,44.9402,-6.81985,15.4265,38.4142,58.5841,82.1650,123.098,-0.183707,1.00740,-6.57940,1.01600,41.3622,1.09037,-3.21088,1.09037,0.932626,1.09037,0.921142E-01,1.10985,800000009,800000009,800000009,800000009,800000009,800000009,899999999,899999999,89999,89999,89,89,41,38,1,142,1,25,0,0,0,0,0,0,0,0,0,0,0,1199,0,0,29997,0,30,35758,35758,35758,0,63,1.35825,0.827112,0.245733,0.268201E-01,0.645510E-03,49.5237,0.489891E-06,-0.543480E-02,-0.321088E-02,0.932626,0.921142E-04,100495.,56.2500,2.22486,16.0188,34.6152
2024_08_16_1730.ecf32,2024-08-16,18:00,229.7498,1,36000,36000,-0.211014,0,2.09452,0,52.1701,0,-4.24139,0,1.17683,0,0.886471E-01,0,0.985910,1.04386,-0.766884E-01,0.235469E-01,0.113952E-02,0.209138E-10,0.697099E-12,0.118983E-12,16.6718,404.383,409.908,0.500000E-01,0,555.706,13.4789,13.6631,0.500000E-01,0,0.948494E-01,2.26604,2.29700,0.500000E-01,0,291.281,290.040,99841.9,1.19319,1012.81,0.242555E-01,0.762585E-01,0.100138E-01,1340.36,1917.68,0.839244E-02,69.8947,577.323,284.474,-3.22388,-3.48326,0.208451,4.75078,-0.945036E-13,0.125444E-14,4.75078,8.96490,166.312,227.215,2.51479,-9999,0.420533,1.21490,-3095.68,-0.100543E-02,0.401479E-01,-0.412141E-02,0,45.9529,-6.97354,15.7742,39.2799,59.9043,84.0166,125.872,-0.209327,1.00806,4.97884,1.01613,47.3568,1.08374,-4.44290,1.08374,1.06825,1.08374,0.776700E-01,1.09947,800000009,800000009,800000009,800000009,800000009,800000009,899999999,899999999,89999,89999,89,89,22,5,1,225,4,9,0,0,0,0,0,0,0,0,0,0,0,1200,0,0,35687,0,30,35687,35687,35687,0,63,1.36141,0.802871,0.265518,0.228995E-01,0.877939E-03,114.543,0.764368E-06,0.411993E-02,-0.444290E-02,1.06825,0.776700E-04,100465.,56.2500,2.23931,16.5799,32.3699
2024_08_16_1800.ecf32,2024-08-16,18:30,229.7707,1,36000,36000,-0.207944,0,-8.71311,0,59.4348,0,-3.40177,0,1.34110,0,0.105789,0,0.672344,-0.845335,-0.823815E-01,-0.190743E-01,-0.144174E-02,-0.108252E-09,-0.354983E-11,-0.612448E-12,16.6029,403.285,408.690,0.500000E-01,0,544.447,13.2246,13.4019,0.500000E-01,0,0.939330E-01,2.24683,2.27694,0.500000E-01,0,291.565,290.345,99796.8,1.19151,1012.67,0.242900E-01,0.869031E-01,0.981094E-02,1314.59,1955.22,0.823401E-02,67.2347,640.635,284.182,-3.85981,-2.71232,0.190187,4.72133,-0.361286E-13,-0.652006E-14,4.72133,9.78727,177.945,215.096,2.30865,-9999,0.417757,1.22576,729.258,0.426804E-02,-0.146599,0.172854E-01,0,45.8005,-6.95040,15.7218,39.1496,59.7055,83.7379,125.455,-0.206404,1.00746,-5.27527,1.01621,54.2401,1.09240,-3.22914,1.09240,1.22388,1.09240,0.954198E-01,1.11168,800000009,800000009,800000009,800000009,800000009,800000009,899999999,899999999,89999,89999,89,89,27,43,6,138,0,9,0,0,0,0,0,0,0,0,0,0,0,1200,0,0,35758,0,30,35758,35758,35758,0,63,1.38777,0.799534,0.264210,0.275952E-01,0.664854E-03,67.8083,0.367756E-06,-0.437195E-02,-0.322914E-02,1.22388,0.954198E-04,100416.,56.2500,2.22133,16.8205,34.1032
