101,2024,256,358,12.63,-104,-20.18,-6999,22.94
101,2024,256,359,12.63,-107.4,-27.75,-6999,21.43
101,2024,256,411,12.63,-112.3,-32.57,-6999,33.19,-6999
101,2024,256,412,12.62,-110.6,-29.43,-6999,36.31,-6999
101,2024,256,413,12.63,-109.5,-27.78,-6999,34.6,-6999
101,2024,256,414,12.63,-108.9,-26.85,-6999,32.13,-6999
101,2024,256,415,12.63,-108.5,-26.39,-6999,30.71,-6999
101,2024,256,416,12.63,-108.3,-26.06,-6999,29.95,-6999
101,2024,256,417,12.63,-108.2,-25.86,-6999,29.76,-6999
101,2024,256,418,12.62,-108,-25.73,-6999,29.87,-6999
101,2024,256,419,12.63,-108,-25.66,-6999,30.14,-6999
101,2024,256,420,12.63,-107.9,-25.6,-6999,30.5,-6999
101,2024,256,421,12.63,-107.9,-25.6,-6999,30.85,-6999
101,2024,256,422,12.63,-107.9,-25.53,-6999,31.23,-6999
101,2024,256,423,12.63,-107.8,-25.53,-6999,31.46,-6999
101,2024,256,424,12.63,-107.8,-25.53,-6999,31.72,-6999
101,2024,256,425,12.63,-107.8,-25.53,-6999,31.98,-6999
101,2024,256,426,12.62,-107.8,-25.53,-6999,32.14,-6999
101,2024,256,430,12.63,-107.7,-25.47,-6999,32.54,-6999
101,2024,256,500,12.63,-108,-25.93,-6999,35.13,-6999
101,2024,256,530,12.63,-108.5,-26.13,-6999,37.56,-6999
101,2024,256,600,12.63,-108.7,-26.19,-6999,38.33,-6999
101,2024,256,630,12.63,-108.9,-26.26,-6999,38.89,-6999
101,2024,256,700,12.62,-109.1,-26.42,-6999,39.4,-6999
101,2024,256,730,12.62,-109.4,-26.66,-6999,40.02,-6999
101,2024,256,800,12.69,-109.3,-26.66,-6999,40.12,-6999
101,2024,256,830,12.7,-109.8,-27.25,-6999,40.96,-6999
101,2024,256,900,12.7,-110.4,-27.65,-6999,41.66,-6999
101,2024,256,930,12.7,-111,-27.94,-6999,42.12,-6999
101,2024,256,1000,12.7,-111.6,-28.27,-6999,42.64,-6999
101,2024,256,1030,12.7,-112.2,-28.54,-6999,43.08,-6999
101,2024,256,1100,12.7,-112.9,-28.77,-6999,43.46,-6999
101,2024,256,1130,12.7,-113.5,-28.93,-6999,43.67,-6999
101,2024,256,1200,12.7,-114.2,-29.13,-6999,43.95,-6999
101,2024,256,1230,12.7,-114.8,-29.33,-6999,44.21,-6999
101,2024,257,2230,13.72,19.61,8.75,-6999,15.51,-85.3,-20.39,-6999,7.07
101,2024,257,2232,13.72,2.314,13.47,116.6,0,-92.5,-22.05,-6999,7.3
101,2024,257,2233,13.72,2.352,13.47,116.8,0,-96.2,-26.81,-6999,7.32
101,2024,257,2234,13.72,2.38,13.47,114.5,0,-104,-35.17,-6999,7.35
101,2024,257,2235,13.74,2.398,13.48,114.7,79.3,-108,-37.58,-6999,7.37
101,2024,257,2236,13.73,2.311,13.47,112.6,103,-109.2,-38.54,-6999,7.4
101,2024,257,2237,13.72,2.166,13.47,115.1,102.4,-109.8,-38.47,-6999,7.42
101,2024,257,2238,13.72,2.089,13.47,112.9,100.8,-110.5,-38.74,-6999,7.43
101,2024,257,2239,13.71,1.874,13.46,102.8,90.9,-110.8,-38.77,-6999,7.43
101,2024,257,2240,13.71,2.092,13.46,115.7,102,-63.29,-.033,-6999,7.43
101,2024,257,2241,13.71,2.142,13.46,110.5,97.9,-30.31,95.5,-6999,7.44
101,2024,257,2242,13.71,2.102,13.46,103.3,93.2,5.259,95.2,-6999,7.45
101,2024,257,2243,13.71,2.231,13.47,108.3,99.1,5.266,95.5,-6999,7.45
101,2024,257,2244,13.74,2.694,13.48,127.3,117.2,-15.92,.364,-6999,7.45
101,2024,257,2245,13.76,2.765,13.5,132,117.7,-1.659,94.4,-6999,7.45
101,2024,257,2246,13.74,2.241,13.5,124.5,109.3,5.405,94,1009,7.46
101,2024,257,2300,13.7,1.636,13.44,85.7,77.1,5.303,95.9,1009,7.06
101,2024,257,2330,13.79,2.434,13.52,115.4,107.4,5.364,95.3,1009,6.51
101,2024,257,2400,13.76,1.886,13.5,89.3,83.9,5.19,94,1010,6.251
101,2024,258,30,13.68,1.095,13.43,57.32,51.03,5.231,93.3,1010,6.039
101,2024,258,100,13.66,1.047,13.41,43.53,42.41,5.391,90.9,1010,5.914
101,2024,258,130,13.72,1.26,13.47,52.92,54.46,5.487,90.4,1010,5.913
101,2024,258,200,13.71,1.101,13.46,35.7,53.3,5.41,89.1,1010,5.95
101,2024,258,230,13.68,.797,13.43,28.55,37.75,5.357,90.6,1010,5.865
101,2024,258,300,13.63,.493,13.39,4.529,24.56,5.299,89.7,1011,5.768
101,2024,258,330,13.53,.105,13.29,-8.87,7.48,5.232,90.1,1011,5.623
